original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
Musim Burma di usir dan di bunuh karena kekhawatiran kafir budha akan pengaruh muslim di sana #SAVEROHINGYApic.twitter.com/i8RqGSt10S,twitter,0,1,1,1
SAMA BOKAP LO AJA SANA !! HUAHAHA RT @memetetek: @mufqipinus kontol lo besar gak ? mau gue sepong sini lagian gua udah sangek betul nih,twitter,1,0,0,0
"Koq
Ke Suriah, dll berkacanya??
DI INDONESIA AJA, DI 72 TAHUN YANG LALU??
DIMANA UMMAAT ISLAM DIJAJAH, HINGGA KHILAFAH ISLAMIYAH TAK DAPAT DITEGAKKAN
Maka
Solusi agar khilafah Islamiyah dapat tegak kembali, yach usir kafir harbi penjajah, penjagal, pemerkosa HAM ummaat",twitter,0,0,1,0
"#OMGfacts wkwkwk RT @Hellvikz: yg saya follow pada ngomong jorok & kasar jam sgini, saya juga ikutan ah.. PENGEN NGENTOT 2 CEWE SKALIGUS!!!!",twitter,1,0,0,0
@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha,twitter,0,1,0,1
"Tidur kau sana orang papua haha RT @SukronHrp: Kaulah monyet haha""@muhammadusin: Udah nyet RT @SukronHrp: @muhammadusin follback ya nyet""",twitter,0,1,0,0
"@RossyRossy2012 sekalipun semua kristen(kafir) msk neraka ga pa2,ntar dineraka kita bangun gereja,dr pd di surga bnyk orang pasang bom :))",twitter,0,1,1,1
"Miris nton khazanah di trans tv,umat islam yg jd minoritas di negara2 kafir pasti di zalimi,dilarang ibadah,di usir,dibantai.cc:@hafidz_ary",twitter,0,0,1,0
"Yuk cs ps vcs
Line : fistasekarr
Aku tunggu yaah 
Vcs dlu 
Line : fistasekarr
#openvcs #vcs #videocallsex #videobokep #cs #ps #phonesex #chatsex #sange #bokep #ngewe #bisyar #bispak #bokepindo #memekbasah pic.twitter.com/uMGmimDWN9",twitter,1,0,0,0
Kontoll gue lagi beli sarapan -__-RT @yadongmmk: Ada kontol yang masih bangun gak? Memek becek banget nihh enghh *mainin itil*,twitter,1,0,0,0
"thx to roko samsu tebengan, today endra learned knp pemain pilem boqep jembutnya pd digundulin. okay langsung ke adegan setelah isep-isepan & jilat-jilatan kontol ma memek, a missing scene where actor/actress molain ngeludahin rontokan jembut dr mulut, makcuih~ ke kanan & ke kiri",twitter,1,0,0,0
"Umat harus bersatu
Jika.ada yg jualan radikal dan khilafah
Kaum intoleran dan anti islam jualan radikal
Islam harus bersatu tunjukan umat islam Yg Pancasialais Dan NKRI
Islam Bersatu Dalam Politik NKRI kuat
Rebut Suara Secara konstitusional dan demokrasi https://twitter.com/JKFC23456789/status/941007060673507328 …",twitter,0,0,1,0
kalo diliat asal usul mereka pks berkiblat pada IM dan HTI pun orgnisasi multinasional yg mngusung khilafah (namun khalifah keduanya brbda) memang brtntangan n d timteng juga saling bunuh. tp kondisi Indonesia mengharuskan mereka bersatu u/ mnghadapi musuh bersama mrk...,twitter,0,0,1,0
"bkn, abis d samber petir jdi gosong .-. RT @akangceye: ko bisa? dari papua kyknya wkwkRT Naahhgd: -_- cabal item RT @akangceye: cabal merah",twitter,0,0,0,0
"Kalo #papua smp pisah dari RI, alangkah repotnya untuk naturalisasi banyak atlet (bola, voli, dayung, atletik, sebut saja yg lain)",twitter,0,0,0,0
"dan lagi, ada jg lho warga yg setuju Papua pisah aja dari Indonesia (beliau ngakunya bukan OPM tp) gara2 mereka merasa ""ditinggalkan"" itu.",twitter,0,0,0,0
Masukin lagi kontol ke memek tika ahhhh sodok lagi yg ganas ahhh ganti gantian kontol masuk ke memek tika keluar kontol satu masuk kontol lg,twitter,1,0,0,0
"@nivellism you're right! Islam itu harus kaffah/total. So, it must be inside out. Itulah landasan berpikir HTI untuk membentuk khilafah. :)",twitter,0,0,1,1
"mana bisa ko tokok sagu? masak air saja gosong RT @hernungs: Ikut mace menokok sagu too ""neng papua tangi gasik yo meh",twitter,0,0,0,0
Ada yang punya video nya gaa? #bokep #sange #pinbbm #kimcil #igo #memek #coli #tante #abg #bisyar #bispak #bugil #masturbasi #abg #sma #smp #kontol #peju #ngaceng #chat #cs #vcs #bokeppic.twitter.com/XATp8IvzOQ,twitter,1,0,0,0
"Harus di pahami Khilafah bukan milik HTI, namun milik kaum muslim

Walaupun HTI di bubarkan, pasti akan ada yg mau menegakkan. pic.twitter.com/ra1IactuEB",twitter,0,0,1,0
"udh gk kuat? Sini aku emut #Kontol nya dulu biar tambah tegang hehe :* RT @andreansML: Ria_CROoot aq pengen ngewe nee,,,aduhhh gk kuat",twitter,1,0,0,0
vikingcimahifc: 20 M di jawa sama di papua pasti beda!!knapa harus di pukul rata??jawa kbagian 6.1 trilyun papua cuma 260M...goblok se gobl…,twitter,0,0,0,1
".
Solusi Tuntas: TEGAKKAN KHILAFAH

Mungkin sebagian kalangan bertanya, kok Khilafah?

Memang sebenarnya ada banyak solusi, mulai dengan me… pic.twitter.com/H89joVjD2Z",twitter,0,0,1,0
"Mati semua nanti bg ahahaRT @AndriBrown: kalo udah ada bom bunuh diri ajaa..
islam yg kena..
orang kafir tu juga blm tentu lebih baik..",twitter,0,1,1,1
Anak SMU kelas IPS: sekarang matematika sudah jadi produk syiah kafir feminis dan bahan baku bom nuklir. Boikot pelajaran matematika dasar,twitter,0,1,1,1
"masalah Khilafah itu harus mndlm g cukup kalo hanya jawab menjawab di mesos,Khilafah itu apa,Khilafah pertama siapa ? Gitu",twitter,0,0,1,0
"@nandaiqbal ngewe, usaha lo apa nyet. lo bilang sama yang gitaris kalo pengen bagus. randy emang bukan alirannya sih jadi agak susah nan",twitter,1,0,0,0
"kafir mah kafir aja ada di Al Quran kok mau naekin haji orang, usir preman tanah abang, tutup club mlm ttp aja pemimpin non muslim ga boleh",twitter,0,1,1,1
INFO POSITIF OPEN BO VC ITIL COLMEK SM REMAS SUSU DPT DUET 10 JUTA RUPIAH LGSUNG DI TRSFER KE REK BCA BRI BNI DLL HBIS VCOLL MEMEK COLMEK SM SUSU SELESAI YG BERMINAT HUB WHATSHAP MAS 0822 9429 1247-DI TGG SEGERA.,twitter,1,0,0,0
"semenjak pilpres 2014 endonesa terbagi jadi 2 kubu yang katanya komunis kafir dan kubu fanatisme agama yang sok suci.
are you serious communism still alive? nope. tapi ISIS dan jaringan radikal lainnya benar adanya, teroris didepan mata, bom meledak dimana2 gunakan akal sehatmu. pic.twitter.com/hudTED4J0O",twitter,0,1,1,1
"Usir os tooo,,*kafir barang #ehRT @veesangkala: Awas bpk imam usir RT @Aul_Dhan: Astajim,,ini ada di masjid nih e :(RT @deasalosso:",twitter,0,0,1,0
"sama aq aja@VinAvin5: Iyah, sok ath ewe RT@CumaTentangKita: Pengen diewe ""@VinAvin5: Ngewe ngewe bayar kaga emang memek milik negara""""",twitter,1,0,0,0
"Tante Muda Cantik Pamer Jembut Lebat: Foto Tante Muda Cantik Pamer Jembut Lebat, foto sex, foto panas, foto ng... http://bit.ly/1Rj4ZTU ",twitter,1,0,0,0
"2. Yaklep: ""pace ko mo bawa itu monyet kemana ka?"". Yuslan: ""bah, ko bodok sampe... Ini kambing bukan monyet!!!"". Yuslan de ganas. #mopapua",twitter,0,0,0,0
"Kamu sahabat satan :D rt @Yudha0scar: Ayo kita bunuh orang kafir ini RT @tabintara: Namaku Tuhan edan, dan aku Tuhan bagi diriku sendiri.",twitter,0,1,1,1
"Sial lo RT @cheerishya: Di buang ke papua teh? ""@rhanieyalfiyah: Sedih deh pisah sama temen2 yg baru aja gw ... http://tmi.me/qV3fa ",twitter,0,0,0,0
"3.fakta itu harus ada,lalu diuji dengan alat ukur tertentu.kalo saat ini khilafah tidak ada,harus dilihat kapan ada #ilusidemokrasi",twitter,0,0,0,0
Memprihatinkan. Mrk spt kuda lepas dr kandang ya? Era gub Ahok pasti ngga berani beginian. Lagipula ini ormas yg dukung gub anies kan ya? Berarti ikutan koar2 ganyang cina donk? Pengusaha di kelapa gading mayoritas org tionghoa. Malu mana malu? https://twitter.com/embah72/status/1000790533277605888 …,twitter,0,1,1,1
#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,twitter,0,0,0,1
ines bisa layanin pijet plus plus daerah sumbar - riau hubungi aja +62823-9111-5459 #bispak #memek #kontol #padang #riau #janda,twitter,1,0,0,0
"Terimakasih Untuk Laskar Cyber Muslim Yang Selama Ini Berjuang Untuk Islam di Medsos.
Lanjutkan Perjuangan Kalian!
•pic.twitter.com/XPPpa5uiEV",twitter,0,0,1,0
"Terkadang gue bingung, banyak anak cowok pada komen 'kontol' di medsos. Biasanya kalo cowok itu bilangnya 'memek', ah paling homo medsos.",twitter,1,0,0,0
Domisili gue di Jakpus bela-belain ke TPS yg berlokasi di Jakbar dgn bermodal e-KTP buat ikutan Pilkada 2017.,twitter,0,0,0,0
"@febrianfahmi sia masih apal, hahaha. Gue mah geus paroho deui. Yg msh inget mah mas adam tea. Yg kumisnya lebat klo jembut.",twitter,1,0,0,0
"@kucum1 He.em sayang q masuk.n yang dalam yah mamah,sni papah jg pngn bnget remas susu mamah
ahhhkk aaoowww love u sayang",twitter,1,0,0,0
"Cara mendapatkan air susu kacang kedelai :

1. Siapkan kedelai dewasa
2. Letakan tangan anda di puting kedelai
3. Remas dan susu akan klwr",twitter,1,0,0,0
"Maaf sy sdg rasis & sy jawa. Dasar penguasa jawa! dipikir yg tinggal di papua monyet semua y bkn manusia, seenak udelny aj main klaim #MIFEE",twitter,0,1,0,1
": H A Y  R E Z  |  Karya semanis susu, tapi karyaku gak bisa khe remas, Ini aku bukan mereka,… https://www.instagram.com/p/BTlcnJqjgo8/ ",twitter,1,0,0,0
Nyok jihad RT @ikhtawa: kita bunuh 100 orang kafir hahaRT @nisawlndr :Kamana urang RT @ikhtawa: ayo blur kita malem jumatan,twitter,0,0,1,1
kaka aja seminggu udh gosong apalagi kamu sebulan nanti jadi orang papua he:D tahun kaka juga make celana (cont) http://wl.gs/pyUT0 ,twitter,0,1,0,0
"ayo kita berantas kau cina dari indonesia ganyang kaum cina, haha RT @mfaddil96 : setuju om! RT @Bayu5695 @aisarmuktaz lek this, bayar dlu",twitter,0,1,1,1
@firfira88 aq akan cium bibir empunya tetek..trus aq remas pelan tetek dia.. sampai ia blg 'hisap... jilatin tetekQ sayang...',twitter,1,0,0,0
"LOL wkwk adit sekaliRT @Faldyputra: Nah di akun jga ada, kepala suku monyet RT @Claudiachristaa: Papua aja ah, biar ketemu kepala suku :""RT",twitter,0,0,0,0
"Ormas lain pd tidur ya?@azizulfathir: Dukung FPI:Tolak Ahok (Pemimpin Kafir) Harga Mati..Usir sgr cina ahok Keparat,Bangsat..@PintarPolitik""",twitter,0,1,1,1
"ohh ga ada, adk ada ikut ? ""@Nasfadill : Tinggalkan demokrasi,tegakkan khilafah untk indonesia lebih baik,yg d adain sma MHTI kak :)""",twitter,0,0,1,0
smuterpe: #srp ngantuk! Tp kontol ngaceng! Pengen disepongin! Yeoja yg doyan Imagine ngentot kakak rl ada gak ya? Lets dirty talk,twitter,1,0,0,0
"#TUTUP, CABUT & USIR TENAGA KERJA CINA, ATAS PERUSAHAAN CINA YG LARANG SHOLAT DI SELURUH INDONESIA, KITA TDK BUTUH UANG & MODAL CINA KAFIR!!",twitter,0,1,1,1
"Ahok kafir.
Ahok PKI.
Ahok aseng.
Ahok yahudi.

Usir ahok.
Bunuh ahok.
Potong-2 ahok.
Gantung ahok.
Ganyang  ahok.
Penjarain ahok.dsb.

Cuma dibalas Tuhan Memberkati & Puji Tuhan.

Dan wan abud.dkk mrsa paling beragama bermoral berahklak.

Save Our Soul. https://twitter.com/irw4n5y4h1/status/1008344373623287809 …",twitter,0,1,1,1
"Yang mau di sepong daerah cibinong-pajajaran-bogor kota (botani, kebun raya) dan PUNYA TEMPAT, dm gua ya lg butuh kontol gede, masalah anal tar di omongin di dm ya, yg cepet bales di ladenin",twitter,1,0,0,0
Ugh gw juga sering fantasi di entotin bergilir sama mas-mas kuli yg seksi. Jantan bgt. Berbulu jembut halus & lebat. CROT,twitter,1,0,0,0
"@amandalestari eh gue mau ke papua kali,bkn mesir haha MONYET juga buat elo bhahaha",twitter,0,0,0,0
"Lihat video live demo anti-Ahok di FB, lalu baca komen2: takbir disertai kata2 ""ganyang"", ""usir"", ""bantai"", ""bakar""; ""kafir"", ""musuh Islam""",twitter,0,0,1,0
"Baca tuh pak @sbydhooyono RT ""@adygila: remes tetek penjara 5 bulan. korupsi milyaran. bebas RT @detikcom: Remas Payudara Siswi SMP""",twitter,1,0,0,0
"‎#NP : NILE - Kafir :3 pake megaphone masjid :D, kemungkinannya, di usir masa dari masjid,atau, ikut headbang bareng bareng :D *just joke :v",twitter,0,0,1,0
" NYUSUIN PACAR 
#janda #SANGE_AAAAAAAAAAH
#sexy #bispak #birahi #toket #puting
#jilmek #seks #kontol #bokepsemi #bokepindo
#sepong #amoy #bisyar #lonte #jablay #crot #igo #sex
#amoysange #panlok #sange #ngewe #memek #tante #ngentot https://twitter.com/k32982115/status/997007832061898753/video/1 …",twitter,1,0,0,0
"@AspirasiUmat @ ya udah kita ganyang cina lagi aja seperti dithn"" 90 an biar rame...aku cuman mau nyari si ahok aja....",twitter,0,1,1,1
"Islam itu hrus keras tpi jngan kasar kafir di usir tapi pkerjaan kafir dilakukan tmpt ibadah agama lain dirusak tpi mesjid kosong ,",twitter,0,1,1,1
"Nih RT @TeukuRafiki21: min pengen ngewe gw,gw sih udah ekap kucing gw.tapi gitu... Mr p gw gatel2,kenapa yamin?@sexklopedia",twitter,1,0,0,0
"Gugur Di jalan Alloh itu jangan diartikan mereka yang mati karena jadi pengantin bom bunuh diri bukan dimasa perang seperti sekarang ini !!
pem-bom bunuh diri dimasa sekarang ini ,mereka mati dalam keadaan men-dzolimi diri ( kafir ) !!
Neraka jahanam tempat mereka !! https://twitter.com/ayatislami/status/939445181253804033 …",twitter,0,1,1,1
"Keep slow aja ger RT  @gerysalutz: Gpp yon RT @yondaAY: Napa ger RT @gerysalutz: NGENTOT,BANGSAT,ANJING,KONTOL,MEMEK,JANCOK,ASU,NGEHE,",twitter,1,0,0,0
Hahah kasian benderah tra bagus di bakar dan seluruh bangsa papua bakar saja benderah goblok tuuh pic.twitter.com/bK2oYTc1ot,twitter,0,1,1,1
"Tak kenal maka ta'aruf :D kaji dulu apa itu #Khilafah, Bgaimana konsepnya, mngapa harus diperjuangkan, apakh hnya itu solusi ummat saat ini?",twitter,0,0,1,0
"Sa pecinta indonesia.. Hahha""@fransiskacs: Apa ine..Cina ganyang cina..Wahahahaha.. RT @chrispong: Mati ma.. Haha. Ku ganyang ko. Wkwkkkw",twitter,0,1,1,1
"@neng_esex Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear..#sange #memek #ngentot #hardsex #bdsm",twitter,1,0,0,0
"@Agnez_Agatha Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear.. #sange #memek #ngentot #horni #sex",twitter,1,0,0,0
Ayo radit! Semangaaat!! Aaaaaaa  -(ˆ▿ˆ)/ \(ˆ▿ˆ)- RT @HerBramasta: AYOOO JIHAD!!!! Kita bom bunuh diri!!!!,twitter,0,0,1,0
belum pisah dia rit. kesian RT @faritzfajar: Papua ki wkwk RT qiaasoy: yang heboh heello negara mana aja nih selain Indonesia?,twitter,0,0,0,0
"Di kantor ada orang yang travelling-nya udah lebih jauh dari aku, tapi bisa dengan entengnya ngomong “Sange nih pengen ngewe!” kenceng di kantor.

I’m that close to report for sexual harassment, tapi dia udah minta maaf dan berkurang sekarang. Berkurang, bukan berhenti.",twitter,1,0,0,0
"#7 --> setiap pagi susu saudari di remas – remas dan saudari harus menunggu selama satu tahun untuk di setubuhi, apa saudari tidak gila???""",twitter,1,0,0,0
"@jokowi skrg biarin warga papua ttp goblok, miskin, tolol. kalian hrs ttp miskin harta kalian punya USA tanah kalian punya DPR, jokowi, mega",twitter,0,1,0,1
"Iya de punya km itu :D ""@iunggRTA: yg lebat lebat itu ka? haha RT RINARDN: Itu yg keriting"" de :D ""iunggRTA: Jembut itu apa ya ka? hahaha",twitter,1,0,0,0
"ikutan dong :)) RT @DeaDra_: Msh bugil dikamar , puting aku kok warna nya pink yaaa ? Memek msh sempit nih baru 1 kali digenjot doang hehe",twitter,1,0,0,0
@rhinapermata krena klo mau usir jin yg di goda syetan yg sifatnya kafir. akan takut sma bcaan al-quran yg d bca oleh yang paham.,twitter,0,1,1,1
"Anak papua : ""Bu guru,,knp matahari cm satu..??"" Guru : ""satu aja kamu sudah gosong..mo minta lebih lagi..""",twitter,0,1,0,1
"Bener bro,, pertama org2 non muslim akan Dihabisin dan Stlh itu sesama muslim pun akan bunuh membunuh. Itu target kaum radikalis Yg akan mendirikan negara khilafah di INDONESIA .",twitter,0,1,1,1
Siapa yang gak suka Gubernur DKI boleh suruh Pak Ah*k usir keluar!!! (>_<) | RT @ardianasmar: #RemoveAh*k gw muak ama kafir inkompeten ini!,twitter,0,1,1,1
embung salah kieu yeuh. nyieun lieur batur. cina cina. ganyang ku aing. RT @romowohoo: alah RT itu ga penting haha @agungher siga sia nteu w,twitter,0,0,0,0
"@jeskrim PUAS LAH BIAR LO KAGA PUNAH, LU KATA LU HEWAN MONYET PAPUA APE PAKE MAU PUNAH2AN SGL, PLIS JAMAN 2K16 INI LIS",twitter,0,0,0,0
"Terkutuklah Israel,, Halal darah mereka tuk d'bunuh,, ayo yang ngaku2 jihad d'Indonesia,jihad sana k'Gaza!",twitter,0,0,0,0
"Sejak Pilkada DKI, teriak2 usir kafir dan bunuh kafir, tapi ternyata minta bantuan atau bekerja dari/di orang kafir bisa juga...",twitter,0,0,0,0
"Dulu teriak kalo pki mau bangkit,
Dan ga pernah bisa buktikan...

Sekarang dalam barisan mereka dengan lantang teriak ganti sistem, tegakkan khilafah, mereka diem..

Wong edan bebas ",twitter,0,0,1,0
"Dicegat TNI di Bandara Soekarno-Hatta, Filep Karma Diinterogasi dan Dipanggil 'Monyet' | Apa salah Filep? https://goo.gl/zRNuEo 
#Papua #FilepKarmapic.twitter.com/9HznlZUUZy",twitter,0,1,0,1
Foto Cewek Mandi Sambil Remas Toket: Foto Cewek ABG Mandi Sambil Remas Tetek – Galeri kali ini adalah foto bu... http://bit.ly/29kZ4ms ,twitter,1,0,0,0
"@pandji kl dipgilnya CINA=penghinaan. kl tiongkok.chinese, atau china msh ok. krn jaman dulu soekarno suka blg ""ganyang cina""",twitter,0,1,1,1
Muslim Indonesia lbh maju berhenti nyembah2 Allah SWT yg ngoceh: Aku jatuhkan ketakutan ke hati orang-2 kafir (8:12) ,twitter,0,1,0,1
"ya benar kalian jihad,jihad untuk tiket emas ke neraka,teroris yg otaknya dangkal ya begini,asal bom dan nganggap smua orang kafir.ILC",twitter,0,0,0,0
"1. Ulamaisasi kriminal yg betul
2. Akun2 yg mengatasnamakan islam tapi isinya fitnah , hoax, dan ujaran kebencian jauh sekali dr ajaran islam emang harus diberangus karna menyesatkan
3. HTI benalu negara sudah selayaknya dibubarkan
4. khilafah ala HTI bagai mimpi disiang bolong",twitter,0,0,1,0
OMG posisi dia sdg gosok gigi ngadep pintu dan yaaaa ko**l nya brgayut indah +jembut lebat sprti kumisnya...Nafasku Udah senen kemis...,twitter,1,0,0,0
"""Allah SWT tdk butuh anda. Tapi Anda yang butuh Allah,Rezeki, hidup matimu. Allah yg tentukan. Mau khianati Allah? yakin gak nyesel? #SidangAhok""",twitter,0,0,0,0
"/liatin lu yg di depan paha sm kontol gue/kontol mulai di remes, sm dicoliin/dongak keenakan lu nyoliin kontol gue/ sepong biar enak bi nhh",twitter,1,0,0,0
@lilianasex50 eemm..iyees lilii..ughh...aahh..cleepp cleepp ...genjot memek kamu..uhhh sempit....goyang2 kontol aku smpe kamu desah2 ahaah,twitter,1,0,0,0
Gorila gunung ini bagaikan mimpi dalam mimpi...merayu ke sana kemari pada parpol oposisi untuk jadi gubernur bukan untuk menyejahterakan rakyat Papua tapi untuk menyerang pemerintah.,twitter,0,0,0,0
itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,twitter,0,1,1,1
Biarin di bikang kafir jg gw jg sorga dari Allaah gw syaratnya jg kagak aneh2 kagak usah bw bom segala sing penting taqwa-nya bener,twitter,0,1,1,1
Katanya si KAFIR Bill Clinton tetap mau datang ke NKRI ya? Hayoo usir dari NKRI ini!! Jgn takut! Bila perlu siram aje pakai air comberan!!!!,twitter,0,1,1,1
"Aaa bingunggg balesinnya, smua aja yuk barengan, lumat bibir, jilatin sm remesin toket, mainin itil, masukkin kontol lewat memek sm pantat..",twitter,1,0,0,0
Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an https://t.co/jYSg6x1A,twitter,0,0,0,1
"@Horny_vr biasanya q biarkan nyaman n relax dulu,,baru cium bibir n pilir puting,,remas ringan,,kenyot. puting,,tetek..dah,,hmmm.hmm",twitter,1,0,0,0
"""RT @yudijannis: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan""",twitter,0,1,1,1
@LadyDicaprio no need to argue..esok anak mak kakak atuk bapak dia kena tembak n bom dgn lahanat kafir baru dia tau perasaanya,twitter,0,1,1,1
"  BAHAN COLI 
#sexy #bispak #birahi #toket #puting
#jilmek #seks #kontol #bokepsemi #bokepindo
#sepong #amoy #bisyar #lonte #jablay #crot #igo
#amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #SANGE_AAAAAAAAAAHpic.twitter.com/FNAUp7ev96",twitter,1,0,0,0
"Org sana: klu mau ibadah d'amerika aja (kena usir). D'amerika: mau ibadah ya? slhkan,kami mnghrgai agamamu. «~ kthuan yg mna kafir .",twitter,0,0,1,0
Jadi moal nu rek kawin Jeung monyet teh? #PersibJuaraISL2014 cenah Kmari oge rek Aya nu jalan munur ti papua ka jakrta. @Persib_Bandung_,twitter,0,0,0,0
"BAHAN COLI 
#sexy #bispak #birahi #toket #puting #jilmek #seks #kontol
#bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablay #crot #igo #amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #SANGE_AAAAAAAAAAHpic.twitter.com/HnsZaa8g6J",twitter,1,0,0,0
"Aplikasi vcs dan bokep
#bokep #COLENG
#video #uh
#vcs
#vc
#sange
#ngentotmemek
#ngewe
#ngentot
#pengen
#gratis
#bokepindo
#sangekberat
#memek
#kontolbrondong
#bugil
#camsex
#hypersex
#masturb
#kimochi
#sange
#memek
#kontolbrondong
#vcsyuk
#vcsreal
#Inggrishttps://qz2yg.app.goo.gl/fbcY ",twitter,1,0,0,0
isep ujung kontol kamu.RT @Rianjin: bibiedynar ah ah aku kobel memek kamu.tetek kamu aku remas. Dan aku cipok kamu :* ah ah,twitter,1,0,0,0
"Jika makin banyak org terobsesi ""mati syahid"" dg cara membunuh mrk yg ia anggap kafir lewat bom bunuh diri, apa jadinya wajah dunia?",twitter,0,0,0,0
yos di RT aku yg pacar ga pernah di rt :( RT @enggrichachrist: RT @YosLUCIFER nyata aja papua mau pisah. gak guna ikut NKRI. ruginya pasti,twitter,0,0,0,0
begitu ditiupkan semua yg berada di pelosok bukota ini bisa turun menyemut jika mendengar ganyang cina !#cina itu sama dgn belanda#,twitter,0,0,0,0
"Kalo tereak2 ""kafir"", ""bunuh"", ""gantung"", ""usir cina"", ""kutil babi"", ""jangan sholat & mandikan muslim pendukung ahok"".....apkh itu BERADAB & PERBUATAN BENAR menurut agama ente..?!?!",twitter,0,1,1,1
"pantesan papua mau pisah ye, SDAnya aja hampir semua buat pulau jawa doang :| RT @obetohobet Nih kawan2 cek RT @mhelinsha: Baca ini! Bagi",twitter,0,0,0,0
oh png itu bukan indonesia ya #goblok RT @Andenza: Dekat indonesia lah pulo RT @indykasaidi: OH PNG ITU PAPUA NEW GUINE http://mtw.tl/lid3ct,twitter,0,0,0,0
"Aneh pemikiran bangsa hanoman ini.
yg jelas2 pemberontak kek di papua ga di sbt radikal, tp yg jelas2 pro pancasila disbt radikal.
Monyet !! https://twitter.com/sahaL_AS/status/856867954385969155 …",twitter,0,1,1,1
"@CakNano Hahaha , hati-hati kos'anmu engkok di BOM loh yaa .. ati-ati engkok uripmu di laknat loh ya .. ati-ati loh lip awas di kafir no ,,",twitter,0,1,1,1
"""bangsa kita tu kurang tekanan, kurang stress. liat tu jepang, abis bom atom jd apa mereka, kita msh debatin kamu kafir aku enggak,--",twitter,0,0,0,0
"Di tmpt yg ga ada banser aman2 aja tuh. Ga ada separatis. Cuma di Papua sama minahasa aja yg ribet, mau pisah dr nkri. Ansor diemin aja tuh",twitter,0,0,0,0
"Di Hutan Papua kayaknya sih tidak ada populasi Monyet. Jadi kalian yg monyet/kera. 
Di Papua yang ada hanya... http://fb.me/6EacB4Fr5 ",twitter,0,0,0,0
"sabar jeng.. waduh aura hari senin ini emang buruk nii kayaknya.. RT @ReginaSari: Bangkekkkkk!!! Dan dy triak2 ""gua mau ganyang cina""!!!!!",twitter,0,1,1,1
Nyaman situ lebat RT @Hefry31: Klo mslh bnyk jembut lebih bnyk lg hahaa RT @Gamal_abdhe: Kumis kurang banyak bulunya RT @Hefry31: Kenapa,twitter,1,0,0,0
msih bocah #bokep #mendesah #desah #ml #desahan #igohot #igoindo #igosma #memek #mesum #tante #bokep2018 #ngemut #boking #bo #igo #booking #crot #sepong #nyepong #kontol #sange #abgsexy #videobokep2018 #cewekseksi #bispak #bisyar #kimcil #ceweknakal #ngentotpic.twitter.com/VtJd6g0upv,twitter,1,0,0,0
"Mekimu М̲äu ƍåƙ bertemu kontolku,ouhhhh RT@renavina: Selamat pagi kontol dan memek. Segeralah bertemu dan menyatu jika ingin bahagia..",twitter,1,0,0,0
"kalo teroris dlu2 kan bom bunuh diri di dalam bar/hotel. setidaknya ada infrastruktur milik kaum ""kafir"" yg rusak. knp skrg di parkiran?",twitter,0,1,1,1
Kalau Dari Hak Azazi Monyet Mungkin ?Tapi Kalau Masyarakat Papua.90.% Pasti Bro ?Kl Ingin Bukti Suruh Mardani n Neno Pergi Kesana.,twitter,0,1,0,1
"Saya lahir dan besar di papua.. jokowi omong kosong ttng papua. ko belajar, banyak baca atau bertanya sm keluarga kau yg batak2 di papua, supaya ko pintar dan tidka goblok",twitter,0,1,0,1
Bunuh orng kafir ajah RT @achmed_ujex: Hahaha yuk istighosah hehe RT @Saifulrahman_Ap: Malam jum'at (cont) http://tl.gd/h8rvqu ,twitter,0,0,0,0
18.Dan satu-satunya metode mengangkat gubernur adlh harus melalui sistem Islam(khilafah) yang akan ditunjuk langsung nantinya oleh Khalifah.,twitter,0,0,1,0
"Urg beki emg :p mnh ge enak kan di remas hahhaa""@gitaguvitaa: Kabeuki maneh RT @derrysevtyan1: Eta mah susu ahah""@gitaguvitaa: Sugan teh ruj",twitter,1,0,0,0
"Anda hrs bersumpah demi Allah SWT benci kafir Pak Lukman, tak akan nyebut Islam damai slama Sunni Vs Syiah berseteru ",twitter,0,1,0,1
"""RT @ahokdijegal: Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan""",twitter,0,0,0,0
"Papua setan kucing lumba-lumba kecoa monyet!!RT @ericc_saputra: Wakak bodo  (¬_¬)-O)‾з‾)ː̖́  ""@aznassh: Sotoy lu ah papua ketemu aje kagak",twitter,0,1,0,1
